Date,Time,CPU Core 1 (C),CPU Core 2 (C),CPU Core 3 (C),CPU Core 4 (C),CPU PECI (C),CPU Proximity (C),CPU System Agent Core (C),AMD Radeon GPU (C),AMD Radeon GPU Proximity (C),Intel Iris Pro GPU (C),Battery Sensor 1 (C),Battery Sensor 2 (C),Battery Sensor Max (C),Air Flow Proximity (C),AirPort Proximity (C),Heatpipe Outgoing Air (C),Heatpipe Outgoing Air (C),Left Heatsink Proximity (C),Platform Controller Hub Die (C),Right Heatsink Proximity (C),Memory Module Proximity (C),Memory Slot (C),Palmrest Proximity (C),Palmrest Proximity (C),SSD A (C),SSD B (C),CPU Average (C),Computer Average (C),Left Side (RPM),Right side (RPM),Fan Average (RPM),Shutdown Reason,Fan Diagnostics,Sensor Diagnostics
2016-05-08,18:56:08,26,28,26,24,28,25,28,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:09,27,31,27,23,28,25,25,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,27,25,2158,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:10,25,27,25,25,28,25,25,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2009,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:11,26,26,26,24,28,25,26,35,25,27,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2168,1991,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:12,24,32,27,28,28,25,26,35,25,30,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,27,25,2162,2006,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:13,25,27,25,25,28,25,26,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,1991,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:14,25,26,26,23,28,25,26,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2007,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:15,25,29,26,23,28,25,27,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:16,23,27,26,24,28,25,26,35,25,30,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,2009,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:17,26,27,27,23,28,24,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2159,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:18,27,29,28,27,28,25,27,35,25,30,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,27,25,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:19,24,28,28,25,28,25,27,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,27,25,2159,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:20,24,26,24,25,28,24,25,35,25,30,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,25,24,2173,2009,2091,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:21,23,26,27,24,28,25,26,35,25,30,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2163,1990,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:22,27,27,26,25,28,25,26,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2163,2009,2086,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:23,25,27,27,25,28,25,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2162,1991,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:24,24,29,26,28,28,25,25,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,27,24,2157,2007,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:25,24,26,29,25,28,25,25,35,25,30,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,25,2158,1994,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:26,25,26,26,24,28,25,26,35,25,27,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:27,25,27,24,23,28,24,26,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,25,24,2159,1995,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:28,25,27,25,24,28,25,25,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:29,25,27,25,24,28,25,25,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,1993,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:30,25,28,26,24,28,24,27,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:31,25,27,26,25,28,25,26,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,1993,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:32,25,26,26,25,28,25,27,35,25,27,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:33,26,27,26,24,28,25,26,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2158,1993,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:34,25,28,27,24,28,25,27,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,25,2158,2006,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:35,25,27,25,25,28,25,26,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2161,1993,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:36,25,27,25,25,28,25,27,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2165,1998,2081,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:37,24,27,25,24,28,24,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,25,24,2158,2006,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:38,25,25,27,24,28,25,26,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2158,1993,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:39,26,26,26,24,28,24,25,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:40,26,27,27,23,28,25,26,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2158,1994,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:41,25,29,24,25,28,24,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2007,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:42,24,26,26,26,27,24,25,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,25,24,2158,1993,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:43,26,27,25,25,28,24,27,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:44,26,28,26,27,28,24,25,35,25,27,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2161,1994,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:45,25,26,25,25,28,24,26,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2162,2007,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:46,25,27,25,24,27,24,26,35,25,27,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,25,24,2160,1995,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:47,24,26,26,25,27,24,26,35,25,27,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,25,24,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:48,26,28,24,23,27,25,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,1991,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:49,26,26,26,27,27,24,25,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:50,25,29,26,23,28,24,28,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:51,24,32,23,23,28,24,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2010,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:52,27,28,24,24,28,24,26,35,25,27,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:53,25,26,27,23,28,24,25,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,25,24,2169,2006,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:54,25,28,25,24,27,24,25,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,25,24,2162,1992,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:55,26,27,26,25,27,24,25,35,25,26,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:56,24,26,26,23,27,24,25,35,25,27,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,25,24,2158,1992,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:57,24,28,23,25,28,24,25,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,25,24,2159,2006,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:58,23,26,24,28,28,24,26,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,1992,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:56:59,23,26,29,24,28,24,26,35,25,30,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2158,1998,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:00,25,27,25,25,27,24,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2158,2003,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:01,25,28,27,22,27,24,25,35,25,27,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,25,24,2158,1998,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:02,24,26,23,30,27,24,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2174,2003,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:03,26,27,26,23,27,24,27,35,25,27,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2161,1999,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:04,27,28,28,25,28,24,28,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,27,25,2158,2002,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:05,25,28,27,24,28,24,26,35,25,27,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2159,1993,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:06,26,28,26,24,28,24,25,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:07,26,29,27,25,28,25,25,35,25,30,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,25,2158,1995,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:08,26,29,27,25,28,25,25,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,25,2158,2007,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:09,25,28,26,24,28,24,26,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2158,1994,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:10,25,28,26,24,28,24,26,35,25,29,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2002,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:11,24,27,27,24,28,24,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,1999,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:12,25,28,27,24,28,24,27,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2169,2002,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:13,25,28,25,25,28,25,27,35,25,27,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,26,24,2161,1999,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:14,25,27,26,25,28,24,27,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,1992,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:15,26,28,26,24,28,24,26,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2158,2007,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:16,24,28,26,24,28,25,25,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,19,19,23,22,26,24,2158,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:17,25,27,24,23,28,24,25,35,25,30,20,21,21,20,24,23,23,24,32,25,26,23,18,19,23,22,25,24,2158,2009,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:18,26,28,25,25,28,24,26,35,25,29,20,21,21,21,24,23,23,24,32,25,26,23,18,18,23,22,26,24,2159,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:19,25,28,26,24,28,24,25,35,25,27,20,21,21,20,24,23,23,24,32,25,26,23,19,19,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:20,27,28,26,22,28,24,24,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,19,19,23,22,26,24,2159,1992,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:21,26,28,27,22,28,25,26,35,25,28,20,21,21,20,24,23,23,24,32,25,26,23,19,19,23,22,26,24,2161,2007,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:22,26,26,26,24,28,25,26,35,25,28,20,21,21,21,24,23,23,24,32,25,26,23,19,19,23,22,26,24,2166,1992,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:23,25,29,26,25,28,24,25,35,25,28,21,21,21,20,24,23,23,24,32,25,26,23,19,18,23,22,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:24,30,30,32,30,28,24,28,35,25,28,21,21,21,21,24,23,23,24,32,25,26,23,19,19,23,22,29,25,2158,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:25,27,28,27,25,28,24,27,35,25,30,21,21,21,21,24,23,23,24,32,25,26,23,19,19,23,23,27,25,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:26,24,30,26,25,28,25,26,35,25,27,21,20,20,20,24,23,23,24,32,25,26,23,19,19,23,23,26,24,2159,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:27,25,27,25,23,28,25,26,35,25,28,21,20,20,21,24,23,23,24,32,25,26,23,19,19,23,23,26,24,2159,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:28,25,27,26,24,28,25,25,35,25,28,21,20,20,21,24,23,23,24,32,25,26,23,19,19,23,23,26,24,2158,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:29,24,28,27,23,28,25,26,35,25,29,21,20,20,21,24,23,23,24,32,25,26,23,19,19,23,23,26,24,2158,2009,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:30,24,26,24,23,27,25,26,35,25,28,21,20,20,21,24,23,23,24,32,25,26,23,19,19,23,23,25,24,2158,1989,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:31,23,29,26,23,27,24,26,35,25,28,21,20,20,20,25,23,23,24,32,25,26,23,19,18,23,23,25,24,2158,2009,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:32,27,27,26,24,28,24,28,35,25,29,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2170,1991,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:33,26,28,26,26,28,24,25,35,25,29,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2162,2007,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:34,24,27,28,25,28,25,25,35,25,29,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2159,1992,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:35,26,26,25,23,28,25,25,35,25,30,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,25,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:36,25,27,26,25,28,25,26,35,25,26,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2158,1991,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:37,24,28,27,26,27,24,26,35,25,29,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:38,26,29,28,24,27,24,26,35,25,27,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2158,1989,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:39,26,26,28,22,28,24,25,35,25,30,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2159,2009,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:40,25,28,31,24,28,24,25,35,25,29,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2158,1991,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:41,28,30,27,24,28,25,25,35,25,29,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2161,2009,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:42,23,28,31,24,28,25,25,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2165,1989,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:43,24,26,26,24,28,24,25,35,25,29,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,25,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:44,25,28,27,24,27,24,26,35,25,27,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2158,1991,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:45,23,26,27,25,27,24,25,35,25,28,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,25,24,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:46,25,29,23,24,28,24,26,35,25,28,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2159,1991,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:47,24,28,24,23,28,24,26,35,25,28,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,25,24,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:48,27,29,26,24,29,24,26,35,25,29,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2158,1989,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:49,25,27,29,24,28,24,26,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,18,23,23,26,24,2159,2010,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:50,25,26,27,25,28,25,25,35,25,29,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2159,1991,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:51,25,26,27,25,28,24,25,N/A,25,29,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:52,24,27,27,24,28,24,26,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2169,1992,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:53,25,28,25,24,27,24,27,35,25,27,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2164,2006,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:54,26,27,25,24,28,25,27,35,25,27,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,24,2161,1991,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:55,27,31,27,25,30,25,28,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,28,25,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:56,29,30,28,27,33,24,27,35,25,27,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,28,25,2158,1991,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:57,28,28,33,25,30,25,27,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,28,25,2158,2007,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:58,25,28,26,25,29,25,27,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2158,1989,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:57:59,26,26,28,24,28,25,26,35,25,30,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2159,2010,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:00,28,30,28,26,31,25,28,35,25,29,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,28,25,2159,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:01,25,30,26,28,29,25,26,35,25,30,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2158,2009,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:02,27,26,24,27,29,25,26,35,25,29,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,26,25,2158,1990,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:03,26,28,26,28,29,24,27,35,25,28,21,20,20,20,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2159,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:04,26,29,28,27,28,25,27,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2159,1993,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:05,27,28,26,26,28,24,27,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:06,26,29,26,26,28,25,29,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2159,1994,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:07,27,29,26,26,29,25,28,35,25,29,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2175,2006,2090,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:08,26,29,26,26,29,25,26,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2161,1995,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:09,27,28,26,26,29,24,26,35,25,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2158,2008,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,18:58:10,27,28,27,26,28,24,28,35,24,28,21,20,20,21,25,23,23,24,32,25,26,23,19,19,23,23,27,25,2160,1996,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
